  SEITE05.ACT: offset = 1629fd8, length = 000445, extra = 0011
  SEITE06.MOD: offset = 162a195, length = 015882, extra = 0011
  SEITE06.ACT: offset = 162df9f, length = 000687, extra = 0011
  SEITE07.MOD: offset = 162e24e, length = 039866, extra = 0011
  SEITE07.ACT: offset = 1637e08, length = 000445, extra = 0011
  SEITE08.MOD: offset = 1637fc5, length = 015418, extra = 0011
   HECK03.ACT: offset = 163bbff, length = 000439, extra = 0011
   HECK04.MOD: offset = 163bdb6, length = 020241, extra = 0011
   HECK04.ACT: offset = 1640cc7, length = 000439, extra = 0011
 HECKSP01.MOD: offset = 1640e7e, length = 016152, extra = 0011
 HECKSP01.ACT: offset = 1644d96, length = 000880, extra = 0011
 HECKSP02.MOD: offset = 1645106, length = 019430, extra = 0011
 HECKSP02.ACT: offset = 1649cec, length = 000445, extra = 0011
 HECKSP03.MOD: offset = 1649ea9, length = 010754, extra = 0011
   NASE03.ACT: offset = 164c8ab, length = 000439, extra = 0011
   NASE04.MOD: offset = 164ca62, length = 029150, extra = 0011
   NASE04.ACT: offset = 1653c40, length = 000439, extra = 0011
   NASE05.MOD: offset = 1653df7, length = 025626, extra = 0011
   NASE05.ACT: offset = 165a211, length = 000439, extra = 0011
   NASE06.MOD: offset = 165a3c8, length = 018214, extra = 0011
   NASE06.ACT: offset = 165eaee, length = 000439, extra = 0011
   NASE07.MOD: offset = 165eca5, length = 020712, extra = 0011
 MONOCO03.ACT: offset = 1663d8d, length = 000439, extra = 0011
 MONOCO04.MOD: offset = 1663f44, length = 098344, extra = 0011
 MONOCO04.ACT: offset = 167bf6c, length = 000439, extra = 0011
 MONOCO05.MOD: offset = 167c123, length = 096193, extra = 0011
 MONOCO05.ACT: offset = 16938e4, length = 000439, extra = 0011
 MONOCO06.MOD: offset = 1693a9b, length = 107574, extra = 0011
 MONOCO06.ACT: offset = 16aded1, length = 000439, extra = 0011
 MONOCO07.MOD: offset = 16ae088, length = 099220, extra = 0011
 FRONTS07.ACT: offset = 16c641c, length = 000590, extra = 0011
 FRONTS08.MOD: offset = 16c666a, length = 014703, extra = 0011
 FRONTS08.ACT: offset = 16c9fd9, length = 000430, extra = 0011
 FRONTS09.MOD: offset = 16ca187, length = 016270, extra = 0011
 FRONTS09.ACT: offset = 16ce115, length = 000439, extra = 0011
 FRONTS10.MOD: offset = 16ce2cc, length = 017860, extra = 0011
 FRONTS10.ACT: offset = 16d2890, length = 000430, extra = 0011
 FRONTS11.MOD: offset = 16d2a3e, length = 030608, extra = 0011
 FRONTS11.ACT: offset = 16da1ce, length = 000445, extra = 0011
 FRONTS12.MOD: offset = 16da38b, length = 019610, extra = 0011
 FRONTS12.ACT: offset = 16df025, length = 000445, extra = 0011
   HECK01.MOD: offset = 16df1e2, length = 028260, extra = 0011
   HECK01.ACT: offset = 16e6046, length = 000445, extra = 0011
   HECK02.MOD: offset = 16e6203, length = 034319, extra = 0011
   HECK02.ACT: offset = 16ee812, length = 000445, extra = 0011
   HECK03.MOD: offset = 16ee9cf, length = 025131, extra = 0011
 HOCKENHE.ACT: offset = 16f4bfa, length = 033362, extra = 0012
 HOCKENHE.MOD: offset = 16fce4c, length = 244663, extra = 0012
 HOCKENHE.CAM: offset = 1738a03, length = 000200, extra = 0012
 HOCKENHE.OCF: offset = 1738acb, length = 000124, extra = 0012
   STRECKE.C8: offset = 1738b47, length = 003992, extra = 0012
 BARCELON.ACT: offset = 1739adf, length = 026032, extra = 0013
 BARCELON.CAM: offset = 174008f, length = 000140, extra = 0013
 BARCELON.MOD: offset = 174011b, length = 137284, extra = 0013
 BARCELON.OCF: offset = 176195f, length = 000124, extra = 0013
   STRECKE.C8: offset = 17619db, length = 005079, extra = 0013
 BUDAPEST.ACT: offset = 1762db2, length = 028475, extra = 0014
 BUDAPEST.CAM: offset = 1769ced, length = 000140, extra = 0014
 BUDAPEST.MOD: offset = 1769d79, length = 185666, extra = 0014
 BUDAPEST.OCF: offset = 17972bb, length = 000124, extra = 0014
   STRECKE.C8: offset = 1797337, length = 004292, extra = 0014
 BUENOSAI.ACT: offset = 17983fb, length = 018500, extra = 0015
 BUENOSAI.CAM: offset = 179cc3f, length = 000160, extra = 0015
 BUENOSAI.MOD: offset = 179ccdf, length = 121269, extra = 0015
 BUENOSAI.OCF: offset = 17ba694, length = 000124, extra = 0015
   STRECKE.C8: offset = 17ba710, length = 004717, extra = 0015
